type, ID, parentID, startX, startY, startZ, endX, endY, endZ, radius, volume, growthVolume, length, growthLength, vesselVolume, distanceToTwig, FittingType, averagePointDistance, maxPointDistance, qualityFlag,segmentID, parentSegmentID, segmentMedianRadius, segmentGrowthVolume, segmentGrowthLength, branchOrder, reverseBranchOrder, reversePipeRadiusBranchorder, reversePipeAreaBranchorder, branchID, treeID, treeSpecies, translateX, translateY, translatez, gvA, gvB, gvC, glA, glB, glC
cylinder, 0, -1, -1.828830, 0.117410, -13.062072, -1.806818, 0.114962, -12.887093, 0.167326, 0.015514, 1.328935, 0.176375, 65.921766, 409.890984, 21.431134, SPHEREFOLLOWING, 0.005462, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 1, 0, -1.806818, 0.114962, -12.887093, -1.813591, 0.121482, -12.681554, 0.165460, 0.017696, 1.313421, 0.205754, 65.745390, 406.010730, 21.254759, SPHEREFOLLOWING, 0.006906, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 2, 1, -1.813591, 0.121482, -12.681554, -1.804127, 0.126729, -12.511527, 0.154135, 0.012716, 1.295725, 0.170371, 65.539637, 401.484150, 21.049006, SPHEREFOLLOWING, 0.007246, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 3, 2, -1.804127, 0.126729, -12.511527, -1.801646, 0.131396, -12.341902, 0.157093, 0.013157, 1.283009, 0.169708, 65.369266, 397.735993, 20.878635, SPHEREFOLLOWING, 0.006284, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 4, 3, -1.801646, 0.131396, -12.341902, -1.791924, 0.129751, -12.162146, 0.148264, 0.012433, 1.269852, 0.180026, 65.199558, 394.002425, 20.708927, SPHEREFOLLOWING, 0.006795, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 5, 4, -1.791924, 0.129751, -12.162146, -1.784126, 0.140933, -12.009960, 0.155532, 0.011612, 1.257419, 0.152795, 65.019532, 390.041846, 20.528901, SPHEREFOLLOWING, 0.004523, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 6, 5, -1.784126, 0.140933, -12.009960, -1.779455, 0.147945, -11.845644, 0.155137, 0.012440, 1.245808, 0.164532, 64.866737, 386.680358, 20.376106, SPHEREFOLLOWING, 0.005427, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 7, 6, -1.779455, 0.147945, -11.845644, -1.769346, 0.160047, -11.674661, 0.158448, 0.013543, 1.233367, 0.171709, 64.702205, 383.060653, 20.211574, SPHEREFOLLOWING, 0.009224, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 8, 7, -1.769346, 0.160047, -11.674661, -1.751192, 0.160292, -11.489455, 0.147817, 0.012774, 1.219824, 0.186093, 64.530496, 379.283058, 20.039865, SPHEREFOLLOWING, 0.005235, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 9, 8, -1.751192, 0.160292, -11.489455, -1.752156, 0.171037, -11.342155, 0.155507, 0.011221, 1.207050, 0.147694, 64.344403, 375.189007, 19.853772, SPHEREFOLLOWING, 0.007622, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 10, 9, -1.752156, 0.171037, -11.342155, -1.733379, 0.170863, -11.188622, 0.152321, 0.011274, 1.195830, 0.154677, 64.196709, 371.939734, 19.706078, SPHEREFOLLOWING, 0.004993, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 11, 10, -1.733379, 0.170863, -11.188622, -1.750314, 0.174749, -11.013227, 0.150962, 0.012619, 1.184555, 0.176254, 64.042032, 368.536837, 19.551401, SPHEREFOLLOWING, 0.004986, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 12, 11, -1.750314, 0.174749, -11.013227, -1.720021, 0.187266, -10.864811, 0.158432, 0.011985, 1.171936, 0.151992, 63.865777, 364.659240, 19.375146, SPHEREFOLLOWING, 0.010115, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 13, 12, -1.720021, 0.187266, -10.864811, -1.715894, 0.190557, -10.671758, 0.149652, 0.013588, 1.159951, 0.193125, 63.713785, 361.315417, 19.223154, SPHEREFOLLOWING, 0.006642, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 14, 13, -1.715894, 0.190557, -10.671758, -1.707739, 0.208108, -10.527904, 0.156559, 0.011177, 1.146363, 0.145150, 63.520660, 357.066659, 19.030029, SPHEREFOLLOWING, 0.011041, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 15, 14, -1.707739, 0.208108, -10.527904, -1.699544, 0.218681, -10.348298, 0.155800, 0.013734, 1.135186, 0.180103, 63.375510, 353.873358, 18.884879, SPHEREFOLLOWING, 0.008274, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 16, 15, -1.699544, 0.218681, -10.348298, -1.688960, 0.221220, -10.209292, 0.159794, 0.011185, 1.121452, 0.139431, 63.195407, 349.911093, 18.704776, SPHEREFOLLOWING, 0.008603, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 17, 16, -1.688960, 0.221220, -10.209292, -1.677020, 0.239217, -10.030910, 0.154131, 0.013410, 1.110267, 0.179686, 63.055976, 346.843608, 18.565345, SPHEREFOLLOWING, 0.010958, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 18, 17, -1.677020, 0.239217, -10.030910, -1.652821, 0.262025, -9.867540, 0.152436, 0.012171, 1.096856, 0.166719, 62.876290, 342.890526, 18.385659, SPHEREFOLLOWING, 0.010824, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 19, 18, -1.652821, 0.262025, -9.867540, -1.632814, 0.276670, -9.714073, 0.152361, 0.011337, 1.084686, 0.155457, 62.709571, 339.222703, 18.218940, SPHEREFOLLOWING, 0.010265, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 20, 19, -1.632814, 0.276670, -9.714073, -1.609215, 0.277961, -9.548639, 0.146421, 0.011256, 1.073348, 0.167113, 62.554114, 335.802644, 18.063483, SPHEREFOLLOWING, 0.006444, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 21, 20, -1.609215, 0.277961, -9.548639, -1.595007, 0.278177, -9.398611, 0.147836, 0.010347, 1.062093, 0.150700, 62.387000, 332.126148, 17.896369, SPHEREFOLLOWING, 0.005363, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 22, 21, -1.595007, 0.278177, -9.398611, -1.577198, 0.290302, -9.247826, 0.148594, 0.010566, 1.051746, 0.152317, 62.236301, 328.810754, 17.745669, SPHEREFOLLOWING, 0.005784, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 23, 22, -1.577198, 0.290302, -9.247826, -1.575199, 0.289676, -9.108141, 0.151896, 0.010126, 1.041180, 0.139700, 62.083984, 325.459782, 17.593353, SPHEREFOLLOWING, 0.007504, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 24, 23, -1.575199, 0.289676, -9.108141, -1.569568, 0.308035, -8.947027, 0.151080, 0.011635, 1.031054, 0.162254, 61.944283, 322.386374, 17.453652, SPHEREFOLLOWING, 0.007881, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 25, 24, -1.569568, 0.308035, -8.947027, -1.572720, 0.322180, -8.780525, 0.150872, 0.011952, 1.019419, 0.167131, 61.782029, 318.816784, 17.291398, SPHEREFOLLOWING, 0.010100, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 26, 25, -1.572720, 0.322180, -8.780525, -1.560628, 0.322937, -8.611549, 0.136694, 0.009945, 1.007467, 0.169410, 61.614898, 315.139891, 17.124267, SPHEREFOLLOWING, 0.006637, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 27, 26, -1.560628, 0.322937, -8.611549, -1.549808, 0.322265, -8.469608, 0.144224, 0.009302, 0.997523, 0.142354, 61.445488, 311.412880, 16.954857, SPHEREFOLLOWING, 0.004945, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 28, 27, -1.549808, 0.322265, -8.469608, -1.544445, 0.332005, -8.330141, 0.146597, 0.009446, 0.988220, 0.139910, 61.303134, 308.281081, 16.812503, SPHEREFOLLOWING, 0.007146, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 29, 28, -1.544445, 0.332005, -8.330141, -1.528049, 0.336715, -8.169383, 0.149083, 0.011288, 0.978774, 0.161661, 61.163224, 305.203066, 16.672593, SPHEREFOLLOWING, 0.007131, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 30, 29, -1.528049, 0.336715, -8.169383, -1.517817, 0.330300, -8.010808, 0.139344, 0.009701, 0.967487, 0.159034, 61.001563, 301.646533, 16.510932, SPHEREFOLLOWING, 0.005951, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 31, 30, -1.517817, 0.330300, -8.010808, -1.493596, 0.336141, -7.857076, 0.139190, 0.009479, 0.957786, 0.155738, 60.842529, 298.147779, 16.351898, SPHEREFOLLOWING, 0.004058, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 32, 31, -1.493596, 0.336141, -7.857076, -1.488622, 0.343121, -7.707119, 0.142165, 0.009537, 0.948307, 0.150202, 60.686791, 294.721550, 16.196160, SPHEREFOLLOWING, 0.004072, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 33, 32, -1.488622, 0.343121, -7.707119, -1.470583, 0.357394, -7.579969, 0.146774, 0.008745, 0.938770, 0.129214, 60.536589, 291.417107, 16.045958, SPHEREFOLLOWING, 0.007131, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 34, 33, -1.470583, 0.357394, -7.579969, -1.456957, 0.371029, -7.431970, 0.141805, 0.009429, 0.930025, 0.149250, 60.407376, 288.574408, 15.916745, SPHEREFOLLOWING, 0.004321, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 35, 34, -1.456957, 0.371029, -7.431970, -1.443532, 0.389542, -7.265639, 0.148966, 0.011705, 0.920596, 0.167896, 60.258126, 285.290914, 15.767495, SPHEREFOLLOWING, 0.010063, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 36, 35, -1.443532, 0.389542, -7.265639, -1.434168, 0.396916, -7.109518, 0.143219, 0.010090, 0.908891, 0.156576, 60.090231, 281.597213, 15.599599, SPHEREFOLLOWING, 0.005636, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 37, 36, -1.434168, 0.396916, -7.109518, -1.429663, 0.419752, -6.945912, 0.146420, 0.011130, 0.898802, 0.165253, 59.933655, 278.152549, 15.443024, SPHEREFOLLOWING, 0.005786, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 38, 37, -1.429663, 0.419752, -6.945912, -1.418037, 0.434376, -6.789919, 0.143300, 0.010135, 0.887672, 0.157108, 59.768402, 274.516980, 15.277771, SPHEREFOLLOWING, 0.005100, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 39, 38, -1.418037, 0.434376, -6.789919, -1.407125, 0.442387, -6.632429, 0.141468, 0.009938, 0.877536, 0.158070, 59.611294, 271.060612, 15.120663, SPHEREFOLLOWING, 0.007957, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 40, 39, -1.407125, 0.442387, -6.632429, -1.390160, 0.443184, -6.479050, 0.136414, 0.009022, 0.867598, 0.154317, 59.453224, 267.583062, 14.962593, SPHEREFOLLOWING, 0.004398, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 41, 40, -1.390160, 0.443184, -6.479050, -1.385365, 0.448012, -6.330878, 0.136823, 0.008724, 0.858576, 0.148328, 59.298907, 264.188089, 14.808276, SPHEREFOLLOWING, 0.004298, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 42, 41, -1.385365, 0.448012, -6.330878, -1.368824, 0.456045, -6.179718, 0.137795, 0.009083, 0.849853, 0.152275, 59.150579, 260.924882, 14.659948, SPHEREFOLLOWING, 0.004871, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 43, 42, -1.368824, 0.456045, -6.179718, -1.353825, 0.473138, -6.021144, 0.138449, 0.009647, 0.840769, 0.160195, 58.998304, 257.574831, 14.507673, SPHEREFOLLOWING, 0.005226, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 44, 43, -1.353825, 0.473138, -6.021144, -1.352645, 0.488666, -5.887619, 0.143918, 0.008747, 0.831123, 0.134431, 58.838109, 254.050531, 14.347478, SPHEREFOLLOWING, 0.006138, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 45, 44, -1.352645, 0.488666, -5.887619, -1.323298, 0.486267, -5.737992, 0.142312, 0.009703, 0.822375, 0.152496, 58.703678, 251.093051, 14.213047, SPHEREFOLLOWING, 0.006209, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 46, 45, -1.323298, 0.486267, -5.737992, -1.317638, 0.491747, -5.584560, 0.135047, 0.008802, 0.812672, 0.153634, 58.551182, 247.738133, 14.060550, SPHEREFOLLOWING, 0.005476, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 47, 46, -1.317638, 0.491747, -5.584560, -1.306189, 0.506105, -5.449627, 0.136655, 0.007989, 0.803870, 0.136177, 58.397547, 244.358183, 13.906916, SPHEREFOLLOWING, 0.005318, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 48, 47, -1.306189, 0.506105, -5.449627, -1.305557, 0.515331, -5.311443, 0.138286, 0.008320, 0.795881, 0.138493, 58.261371, 241.362293, 13.770739, SPHEREFOLLOWING, 0.006409, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 49, 48, -1.305557, 0.515331, -5.311443, -1.305006, 0.524730, -5.187548, 0.143197, 0.008004, 0.787560, 0.124252, 58.122877, 238.315444, 13.632246, SPHEREFOLLOWING, 0.008615, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 50, 49, -1.305006, 0.524730, -5.187548, -1.296158, 0.528289, -5.036309, 0.142864, 0.009717, 0.779556, 0.151540, 57.998626, 235.581901, 13.507994, SPHEREFOLLOWING, 0.006954, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 51, 50, -1.296158, 0.528289, -5.036309, -1.288933, 0.535966, -4.904570, 0.145008, 0.008730, 0.769840, 0.132160, 57.847086, 232.248026, 13.356455, SPHEREFOLLOWING, 0.005915, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 52, 51, -1.288933, 0.535966, -4.904570, -1.291745, 0.543441, -4.752383, 0.146261, 0.010242, 0.761109, 0.152396, 57.714926, 229.340501, 13.224294, SPHEREFOLLOWING, 0.006816, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 53, 52, -1.291745, 0.543441, -4.752383, -1.279603, 0.533703, -4.612289, 0.154326, 0.010547, 0.750867, 0.140956, 57.562530, 225.987793, 13.071899, SPHEREFOLLOWING, 0.011398, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 54, 53, -1.279603, 0.533703, -4.612289, -1.254562, 0.521873, -4.464485, 0.170131, 0.013674, 0.740321, 0.150377, 57.421574, 222.886766, 12.930943, SPHEREFOLLOWING, 0.017262, 0.018194, 1, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 55, 54, -1.254562, 0.521873, -4.464485, -1.228144, 0.531168, -4.337743, 0.154326, 0.009712, 0.726646, 0.129800, 57.271197, 219.578483, 12.780566, MEDIAN, 0.028316, 0.018194, 0, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 56, 55, -1.228144, 0.531168, -4.337743, -1.231678, 0.540269, -4.209414, 0.154326, 0.009630, 0.716935, 0.128700, 57.141398, 216.722890, 12.650767, MEDIAN, 0.041914, 0.018194, 0, 0, -1, 0.147836, 0.988220, 61.303134, 0, 7, 4.690416, 22, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 57, 56, -1.231678, 0.540269, -4.209414, -1.214339, 0.420803, -3.951160, 0.126836, 0.014408, 0.455074, 0.285075, 34.335134, 133.070019, 12.522067, SPHEREFOLLOWING, 0.040076, 0.018194, 0, 1, 0, 0.115226, 0.403421, 33.175156, 0, 6, 3.464102, 12, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 58, 57, -1.214339, 0.420803, -3.951160, -1.217239, 0.408339, -3.852605, 0.125707, 0.004934, 0.440666, 0.099382, 34.050059, 129.649117, 12.236992, SPHEREFOLLOWING, 0.006254, 0.018194, 1, 1, 0, 0.115226, 0.403421, 33.175156, 0, 6, 3.464102, 12, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 59, 58, -1.217239, 0.408339, -3.852605, -1.210898, 0.396427, -3.687832, 0.116864, 0.007093, 0.435732, 0.165324, 33.950676, 128.456530, 12.137609, SPHEREFOLLOWING, 0.010303, 0.018194, 1, 1, 0, 0.115226, 0.403421, 33.175156, 0, 6, 3.464102, 12, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 60, 59, -1.210898, 0.396427, -3.687832, -1.198680, 0.389628, -3.561092, 0.116649, 0.005451, 0.428639, 0.127509, 33.785352, 126.472637, 11.972285, SPHEREFOLLOWING, 0.017907, 0.018194, 1, 1, 0, 0.115226, 0.403421, 33.175156, 0, 6, 3.464102, 12, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
