type, ID, parentID, startX, startY, startZ, endX, endY, endZ, radius, volume, growthVolume, length, growthLength, vesselVolume, distanceToTwig, FittingType, averagePointDistance, maxPointDistance, qualityFlag,segmentID, parentSegmentID, segmentMedianRadius, segmentGrowthVolume, segmentGrowthLength, branchOrder, reverseBranchOrder, reversePipeRadiusBranchorder, reversePipeAreaBranchorder, branchID, treeID, treeSpecies, translateX, translateY, translatez, gvA, gvB, gvC, glA, glB, glC
cylinder, 136, 135, -0.983514, 0.623823, 4.548632, -0.967782, 0.603820, 4.629328, 0.063872, 0.001084, 0.039646, 0.084614, 5.928161, 12.644004, 3.595307, SPHEREFOLLOWING, 0.011385, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 137, 136, -0.967782, 0.603820, 4.629328, -0.972754, 0.626183, 4.677034, 0.063872, 0.000678, 0.038561, 0.052922, 5.843547, 12.305548, 3.510693, MEDIAN, 0.005733, 0.018194, 0, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 138, 137, -0.972754, 0.626183, 4.677034, -0.962021, 0.637709, 4.782368, 0.068673, 0.001578, 0.037883, 0.106505, 5.790625, 12.093862, 3.457772, SPHEREFOLLOWING, 0.009458, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 139, 138, -0.962021, 0.637709, 4.782368, -0.949879, 0.671062, 4.862153, 0.054341, 0.000810, 0.036305, 0.087324, 5.684121, 11.667843, 3.351267, SPHEREFOLLOWING, 0.008871, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 140, 139, -0.949879, 0.671062, 4.862153, -0.939847, 0.659980, 4.935824, 0.069369, 0.001136, 0.035495, 0.075172, 5.596797, 11.318548, 3.263943, SPHEREFOLLOWING, 0.013116, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 141, 140, -0.939847, 0.659980, 4.935824, -0.926263, 0.679825, 5.007916, 0.062578, 0.000935, 0.034358, 0.075997, 5.521625, 11.017859, 3.188771, SPHEREFOLLOWING, 0.007576, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 142, 141, -0.926263, 0.679825, 5.007916, -0.911906, 0.690653, 5.099831, 0.064175, 0.001212, 0.033423, 0.093657, 5.445627, 10.713869, 3.112774, SPHEREFOLLOWING, 0.008881, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 143, 142, -0.911906, 0.690653, 5.099831, -0.881644, 0.697127, 5.177838, 0.071512, 0.001348, 0.032212, 0.083922, 5.351970, 10.339241, 3.019116, SPHEREFOLLOWING, 0.008764, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 144, 143, -0.881644, 0.697127, 5.177838, -0.891199, 0.716561, 5.252189, 0.070168, 0.001198, 0.030863, 0.077441, 5.268048, 10.003554, 2.935195, SPHEREFOLLOWING, 0.009040, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 145, 144, -0.891199, 0.716561, 5.252189, -0.876144, 0.716359, 5.342798, 0.074331, 0.001594, 0.029666, 0.091852, 5.190608, 9.693792, 2.857754, SPHEREFOLLOWING, 0.010717, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 146, 145, -0.876144, 0.716359, 5.342798, -0.861222, 0.722095, 5.437973, 0.076378, 0.001769, 0.028071, 0.096509, 5.098756, 9.326384, 2.765902, SPHEREFOLLOWING, 0.007056, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 147, 146, -0.861222, 0.722095, 5.437973, -0.883509, 0.761689, 5.526659, 0.070530, 0.001557, 0.026303, 0.099647, 5.002247, 8.940350, 2.669394, SPHEREFOLLOWING, 0.006657, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 148, 147, -0.883509, 0.761689, 5.526659, -0.870761, 0.769563, 5.616185, 0.065138, 0.001210, 0.024745, 0.090771, 4.902600, 8.541760, 2.569746, SPHEREFOLLOWING, 0.006690, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 149, 148, -0.870761, 0.769563, 5.616185, -0.854006, 0.776681, 5.696987, 0.069059, 0.001241, 0.023535, 0.082827, 4.811829, 8.178675, 2.478975, SPHEREFOLLOWING, 0.004812, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 150, 149, -0.854006, 0.776681, 5.696987, -0.854034, 0.785458, 5.780190, 0.074288, 0.001451, 0.022294, 0.083664, 4.729002, 7.847368, 2.396148, SPHEREFOLLOWING, 0.005658, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 151, 150, -0.854034, 0.785458, 5.780190, -0.845485, 0.791025, 5.856270, 0.069059, 0.001150, 0.020844, 0.076762, 4.645337, 7.512710, 2.312484, MEDIAN, 0.014699, 0.018194, 0, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 152, 151, -0.845485, 0.791025, 5.856270, -0.838812, 0.849333, 5.950439, 0.064961, 0.001471, 0.019694, 0.110960, 4.568576, 7.205663, 2.235722, SPHEREFOLLOWING, 0.021218, 0.018194, 0, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 153, 152, -0.838812, 0.849333, 5.950439, -0.822453, 0.870471, 6.031170, 0.060773, 0.000987, 0.018223, 0.085041, 4.457616, 6.761823, 2.124762, SPHEREFOLLOWING, 0.009069, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 154, 153, -0.822453, 0.870471, 6.031170, -0.800410, 0.878089, 6.096158, 0.071032, 0.001094, 0.017236, 0.069046, 4.372575, 6.421659, 2.039721, SPHEREFOLLOWING, 0.011086, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 155, 154, -0.800410, 0.878089, 6.096158, -0.794203, 0.903798, 6.182429, 0.069896, 0.001385, 0.016142, 0.090234, 4.303529, 6.145476, 1.970675, SPHEREFOLLOWING, 0.004628, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 156, 155, -0.794203, 0.903798, 6.182429, -0.764450, 0.908757, 6.266387, 0.052085, 0.000760, 0.014757, 0.089211, 4.213295, 5.784539, 1.880441, ALLOMETRICVESSELVOLUME, 0.007262, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 157, 156, -0.764450, 0.908757, 6.266387, -0.762186, 0.928196, 6.311981, 0.051227, 0.000409, 0.013996, 0.049617, 4.124083, 5.427693, 1.791229, ALLOMETRICVESSELVOLUME, 0.008792, 0.018194, 1, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 158, 157, -0.762186, 0.928196, 6.311981, -0.731924, 0.880784, 6.262604, 0.050732, 0.000605, 0.013587, 0.074845, 4.074466, 5.229224, 1.741612, ALLOMETRICVESSELVOLUME, 0.009287, 0.018194, 0, 4, 3, 0.064961, 0.034358, 5.521625, 0, 3, 2.000000, 4, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 159, 158, -0.731924, 0.880784, 6.262604, -0.964512, 0.830018, 6.108780, 0.042955, 0.001643, 0.007092, 0.283437, 1.831164, 2.761385, 1.666767, ALLOMETRICVESSELVOLUME, 0.035080, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 160, 159, -0.964512, 0.830018, 6.108780, -1.046194, 0.720582, 6.228144, 0.045290, 0.001169, 0.005449, 0.181372, 1.547727, 2.194512, 1.383330, SPHEREFOLLOWING, 0.038378, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 161, 160, -1.046194, 0.720582, 6.228144, -1.091277, 0.737668, 6.300884, 0.033941, 0.000316, 0.004280, 0.087267, 1.366355, 1.831768, 1.201958, SPHEREFOLLOWING, 0.008757, 0.018194, 1, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 162, 161, -1.091277, 0.737668, 6.300884, -1.114849, 0.753066, 6.356958, 0.036324, 0.000260, 0.003964, 0.062746, 1.279088, 1.657234, 1.114691, MEDIAN, 0.013649, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 163, 162, -1.114849, 0.753066, 6.356958, -1.138342, 0.772158, 6.379438, 0.039738, 0.000187, 0.003704, 0.037706, 1.216342, 1.531742, 1.051945, SPHEREFOLLOWING, 0.011710, 0.018194, 1, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 164, 163, -1.138342, 0.772158, 6.379438, -1.162986, 0.769003, 6.452499, 0.030907, 0.000232, 0.003517, 0.077170, 1.178635, 1.456329, 1.014238, SPHEREFOLLOWING, 0.008274, 0.018194, 1, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 165, 164, -1.162986, 0.769003, 6.452499, -1.174170, 0.766464, 6.499516, 0.036324, 0.000201, 0.003286, 0.048395, 1.101465, 1.301989, 0.937068, SPHEREFOLLOWING, 0.006202, 0.018194, 1, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 166, 165, -1.174170, 0.766464, 6.499516, -1.178771, 0.763046, 6.538405, 0.039738, 0.000195, 0.003085, 0.039309, 1.053070, 1.205198, 0.888673, MEDIAN, 0.017005, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 167, 166, -1.178771, 0.763046, 6.538405, -1.216499, 0.780988, 6.604846, 0.036324, 0.000325, 0.002890, 0.078484, 1.013761, 1.126580, 0.849364, MEDIAN, 0.011889, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 168, 167, -1.216499, 0.780988, 6.604846, -1.197512, 0.803923, 6.621945, 0.036324, 0.000142, 0.002565, 0.034335, 0.935277, 0.969612, 0.770880, MEDIAN, 0.019806, 0.018194, 0, 5, 4, 0.036324, 0.003517, 1.178635, 0, 2, 1.414214, 2, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 169, 168, -1.197512, 0.803923, 6.621945, -1.263128, 0.890019, 6.683358, 0.036324, 0.000516, 0.002237, 0.124456, 0.736545, 0.736545, 0.736545, MEDIAN, 0.058944, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 170, 169, -1.263128, 0.890019, 6.683358, -1.264701, 0.932676, 6.712146, 0.031049, 0.000156, 0.001721, 0.051487, 0.612089, 0.612089, 0.612089, SPHEREFOLLOWING, 0.007627, 0.018194, 1, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 171, 170, -1.264701, 0.932676, 6.712146, -1.307353, 0.948425, 6.710570, 0.036324, 0.000189, 0.001565, 0.045494, 0.560602, 0.560602, 0.560602, MEDIAN, 0.011507, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 172, 171, -1.307353, 0.948425, 6.710570, -1.314498, 1.047549, 6.701935, 0.036324, 0.000414, 0.001376, 0.099755, 0.515108, 0.515108, 0.515108, MEDIAN, 0.019490, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 173, 172, -1.314498, 1.047549, 6.701935, -1.350295, 1.090252, 6.725388, 0.036324, 0.000251, 0.000963, 0.060457, 0.415352, 0.415352, 0.415352, MEDIAN, 0.113494, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 174, 173, -1.350295, 1.090252, 6.725388, -1.323197, 1.167258, 6.713802, 0.036324, 0.000342, 0.000712, 0.082453, 0.354896, 0.354896, 0.354896, MEDIAN, 0.200000, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 175, 174, -1.323197, 1.167258, 6.713802, -1.311442, 1.199116, 6.709805, 0.023489, 0.000059, 0.000370, 0.034192, 0.272443, 0.272443, 0.272443, ALLOMETRICVESSELVOLUME, 0.015160, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 176, 175, -1.311442, 1.199116, 6.709805, -1.349672, 1.260205, 6.693402, 0.022683, 0.000119, 0.000311, 0.073908, 0.238251, 0.238251, 0.238251, ALLOMETRICVESSELVOLUME, 0.200000, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 177, 176, -1.349672, 1.260205, 6.693402, -1.359869, 1.320439, 6.632738, 0.020590, 0.000115, 0.000192, 0.086094, 0.164342, 0.164342, 0.164342, ALLOMETRICVESSELVOLUME, 0.016152, 0.018194, 1, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 178, 177, -1.359869, 1.320439, 6.632738, -1.384633, 1.394433, 6.638599, 0.017698, 0.000077, 0.000077, 0.078248, 0.078248, 0.078248, 0.078248, SPHEREFOLLOWING, 0.200000, 0.018194, 0, 6, 5, 0.031049, 0.000712, 0.354896, 0, 1, 1.000000, 1, 0, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 179, 168, -1.197512, 0.803923, 6.621945, -1.192530, 0.765543, 6.713281, 0.020592, 0.000132, 0.000186, 0.099197, 0.164397, 0.164397, 0.164397, ALLOMETRICVESSELVOLUME, 0.091548, 0.018194, 0, 7, 5, 0.000000, 0.000054, 0.065200, 1, 1, 1.000000, 1, 1, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 180, 179, -1.192530, 0.765543, 6.713281, -1.188455, 0.735984, 6.771252, 0.016182, 0.000054, 0.000054, 0.065200, 0.065200, 0.065200, 0.065200, ALLOMETRICVESSELVOLUME, 0.027086, 0.018194, 0, 7, 5, 0.000000, 0.000054, 0.065200, 1, 1, 1.000000, 1, 1, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 181, 158, -0.731924, 0.880784, 6.262604, -0.679368, 0.963759, 6.520389, 0.037145, 0.001196, 0.004724, 0.275862, 1.581059, 1.581059, 1.581059, ALLOMETRICVESSELVOLUME, 0.090043, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 182, 181, -0.679368, 0.963759, 6.520389, -0.694496, 0.982762, 6.634623, 0.035334, 0.000458, 0.003528, 0.116788, 1.305197, 1.305197, 1.305197, ALLOMETRICVESSELVOLUME, 0.062746, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 183, 182, -0.694496, 0.982762, 6.634623, -0.699055, 1.016958, 6.722475, 0.034482, 0.000353, 0.003070, 0.094383, 1.188409, 1.188409, 1.188409, ALLOMETRICVESSELVOLUME, 0.049960, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 184, 183, -0.699055, 1.016958, 6.722475, -0.704211, 1.042075, 6.812240, 0.033746, 0.000334, 0.002718, 0.093356, 1.094026, 1.094026, 1.094026, ALLOMETRICVESSELVOLUME, 0.056995, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 185, 184, -0.704211, 1.042075, 6.812240, -0.678144, 1.037798, 6.875163, 0.032970, 0.000233, 0.002384, 0.068243, 1.000670, 1.000670, 1.000670, ALLOMETRICVESSELVOLUME, 0.048335, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 186, 185, -0.678144, 1.037798, 6.875163, -0.673190, 1.057729, 6.957257, 0.032369, 0.000279, 0.002151, 0.084625, 0.932428, 0.932428, 0.932428, ALLOMETRICVESSELVOLUME, 0.055331, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 187, 186, -0.673190, 1.057729, 6.957257, -0.699697, 1.097628, 7.049100, 0.031576, 0.000324, 0.001872, 0.103584, 0.847803, 0.847803, 0.847803, ALLOMETRICVESSELVOLUME, 0.043943, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 188, 187, -0.699697, 1.097628, 7.049100, -0.682803, 1.108530, 7.131570, 0.030522, 0.000248, 0.001548, 0.084886, 0.744219, 0.744219, 0.744219, ALLOMETRICVESSELVOLUME, 0.046672, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 189, 188, -0.682803, 1.108530, 7.131570, -0.682918, 1.125050, 7.204277, 0.029574, 0.000205, 0.001299, 0.074560, 0.659333, 0.659333, 0.659333, ALLOMETRICVESSELVOLUME, 0.037863, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 190, 189, -0.682918, 1.125050, 7.204277, -0.687372, 1.203058, 7.285413, 0.028663, 0.000291, 0.001094, 0.112642, 0.584774, 0.584774, 0.584774, ALLOMETRICVESSELVOLUME, 0.032673, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 191, 190, -0.687372, 1.203058, 7.285413, -0.712819, 1.196242, 7.295725, 0.027108, 0.000065, 0.000804, 0.028290, 0.472132, 0.472132, 0.472132, ALLOMETRICVESSELVOLUME, 0.200000, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 192, 191, -0.712819, 1.196242, 7.295725, -0.646305, 1.173059, 7.417967, 0.026675, 0.000315, 0.000738, 0.141083, 0.443842, 0.443842, 0.443842, ALLOMETRICVESSELVOLUME, 0.075240, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 193, 192, -0.646305, 1.173059, 7.417967, -0.586178, 1.190482, 7.477860, 0.024144, 0.000159, 0.000423, 0.086637, 0.302758, 0.302758, 0.302758, ALLOMETRICVESSELVOLUME, 0.087503, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 194, 193, -0.586178, 1.190482, 7.477860, -0.606976, 1.210417, 7.525487, 0.022114, 0.000086, 0.000264, 0.055662, 0.216121, 0.216121, 0.216121, ALLOMETRICVESSELVOLUME, 0.200000, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 195, 194, -0.606976, 1.210417, 7.525487, -0.631145, 1.169319, 7.600325, 0.020462, 0.000117, 0.000179, 0.088735, 0.160459, 0.160459, 0.160459, ALLOMETRICVESSELVOLUME, 0.200000, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
cylinder, 196, 195, -0.631145, 1.169319, 7.600325, -0.632800, 1.196119, 7.666833, 0.016589, 0.000062, 0.000062, 0.071724, 0.071724, 0.071724, 0.071724, ALLOMETRICVESSELVOLUME, 0.200000, 0.018194, 0, 8, 4, 0.000000, 0.001299, 0.659333, 1, 1, 1.000000, 1, 2, 0, unknownSpecies, -11.846800, -2.013600, -13.038500, 0.010000, 0.401606, 0.000000, 0.010000, 0.401606, 0.000000
