x, y, z, red, green, blue, intensity
-1.5809, 0.173, -8.90032, 199, 199, 25, 0.972376
-1.54003, 0.178959, -8.90068, 199, 199, 25, 0.972376
-1.50446, 0.191913, -8.90013, 199, 199, 25, 0.972376
-1.7375, 0.235, -8.897, 199, 199, 25, 0.972376
-1.69683, 0.221381, -8.9004, 199, 199, 25, 0.972376
-1.676, 0.204611, -8.8995, 199, 199, 25, 0.972376
-1.48462, 0.202192, -8.89842, 199, 199, 25, 0.972376
-1.46047, 0.218083, -8.89978, 199, 199, 25, 0.972376
-1.43883, 0.237333, -8.90233, 199, 199, 25, 0.972376
-1.72458, 0.269417, -8.90258, 199, 199, 25, 0.972376
-1.71415, 0.25784, -8.90127, 199, 199, 25, 0.972376
-1.42603, 0.2573, -8.90013, 199, 199, 25, 0.972376
-1.72265, 0.2936, -8.90265, 199, 199, 25, 0.972376
-1.71354, 0.301904, -8.8994, 199, 199, 25, 0.972376
-1.41312, 0.289375, -8.90363, 199, 199, 25, 0.972376
-1.722, 0.323833, -8.89783, 199, 199, 25, 0.972376
-1.70623, 0.341453, -8.89978, 199, 199, 25, 0.972376
-1.41814, 0.3515, -8.90193, 199, 199, 25, 0.972376
-1.69123, 0.373987, -8.90002, 199, 199, 25, 0.972376
-1.67503, 0.392929, -8.90001, 199, 199, 25, 0.972376
-1.4439, 0.396, -8.9038, 199, 199, 25, 0.972376
-1.4326, 0.380071, -8.89745, 199, 199, 25, 0.972376
-1.65561, 0.414167, -8.90009, 199, 199, 25, 0.972376
-1.63102, 0.433406, -8.89923, 199, 199, 25, 0.972376
-1.48591, 0.436912, -8.89944, 199, 199, 25, 0.972376
-1.46406, 0.418854, -8.89933, 199, 199, 25, 0.972376
-1.61085, 0.444473, -8.89973, 199, 199, 25, 0.972376
-1.57955, 0.45314, -8.90023, 199, 199, 25, 0.972376
-1.54071, 0.455698, -8.90183, 199, 199, 25, 0.972376
-1.50577, 0.447362, -8.89895, 199, 199, 25, 0.972376
-1.65508, 0.191745, -8.8608, 199, 199, 25, 0.972376
-1.62067, 0.1796, -8.8596, 199, 199, 25, 0.972376
-1.58138, 0.17434, -8.85976, 199, 199, 25, 0.972376
-1.54074, 0.180426, -8.85988, 199, 199, 25, 0.972376
-1.50556, 0.193061, -8.86133, 199, 199, 25, 0.972376
-1.73, 0.238, -8.859, 199, 199, 25, 0.972376
-1.69431, 0.222585, -8.86099, 199, 199, 25, 0.972376
-1.67442, 0.204731, -8.85892, 199, 199, 25, 0.972376
-1.4868, 0.20265, -8.8593, 199, 199, 25, 0.972376
-1.46067, 0.220583, -8.85988, 199, 199, 25, 0.972376
-1.439, 0.2385, -8.873, 199, 199, 25, 0.972376
-1.72633, 0.270333, -8.863, 199, 199, 25, 0.972376
-1.71308, 0.260217, -8.8593, 199, 199, 25, 0.972376
-1.42745, 0.259197, -8.86071, 199, 199, 25, 0.972376
-1.7223, 0.2895, -8.8629, 199, 199, 25, 0.972376
-1.71333, 0.300791, -8.86015, 199, 199, 25, 0.972376
-1.41329, 0.288929, -8.86307, 199, 199, 25, 0.972376
-1.721, 0.3235, -8.857, 199, 199, 25, 0.972376
-1.70531, 0.340306, -8.85967, 199, 199, 25, 0.972376
-1.40843, 0.337786, -8.85493, 199, 199, 25, 0.972376
-1.68999, 0.374073, -8.85956, 199, 199, 25, 0.972376
-1.67464, 0.392427, -8.85974, 199, 199, 25, 0.972376
-1.44283, 0.398, -8.8615, 199, 199, 25, 0.972376
-1.43223, 0.385885, -8.86327, 199, 199, 25, 0.972376
-1.65723, 0.4137, -8.86016, 199, 199, 25, 0.972376
-1.63124, 0.433155, -8.86186, 199, 199, 25, 0.972376
-1.48367, 0.439167, -8.8775, 199, 199, 25, 0.972376
-1.46344, 0.424477, -8.86259, 199, 199, 25, 0.972376
-1.61116, 0.444632, -8.8595, 199, 199, 25, 0.972376
-1.58049, 0.452254, -8.85914, 199, 199, 25, 0.972376
-1.53984, 0.455865, -8.86042, 199, 199, 25, 0.972376
-1.50117, 0.447518, -8.85873, 199, 199, 25, 0.972376
-1.47889, 0.440944, -8.85639, 199, 199, 25, 0.972376
-1.626, 0.1405, -8.8275, 199, 199, 25, 0.972376
-1.65224, 0.1921, -8.81943, 199, 199, 25, 0.972376
-1.62011, 0.181379, -8.82, 199, 199, 25, 0.972376
-1.57909, 0.175623, -8.82083, 199, 199, 25, 0.972376
-1.53981, 0.181887, -8.81982, 199, 199, 25, 0.972376
-1.50768, 0.19355, -8.82112, 199, 199, 25, 0.972376
-1.69229, 0.223808, -8.82096, 199, 199, 25, 0.972376
-1.67141, 0.206094, -8.81878, 199, 199, 25, 0.972376
-1.48879, 0.203816, -8.81929, 199, 199, 25, 0.972376
-1.46103, 0.222325, -8.82009, 199, 199, 25, 0.972376
-1.72775, 0.2695, -8.8205, 199, 199, 25, 0.972376
-1.711, 0.26154, -8.82116, 199, 199, 25, 0.972376
-1.43063, 0.257125, -8.82019, 199, 199, 25, 0.972376
-1.7255, 0.3005, -8.82, 199, 199, 25, 0.972376
-1.71196, 0.302391, -8.82058, 199, 199, 25, 0.972376
-1.4178, 0.2825, -8.8233, 199, 199, 25, 0.972376
-1.721, 0.3235, -8.8285, 199, 199, 25, 0.972376
-1.70404, 0.341322, -8.82032, 199, 199, 25, 0.972376
-1.68948, 0.374252, -8.81952, 199, 199, 25, 0.972376
-1.67407, 0.392713, -8.81855, 199, 199, 25, 0.972376
-1.44275, 0.3985, -8.8295, 199, 199, 25, 0.972376
-1.43143, 0.385905, -8.82326, 199, 199, 25, 0.972376
-1.65629, 0.414607, -8.82014, 199, 199, 25, 0.972376
-1.63139, 0.433871, -8.82066, 199, 199, 25, 0.972376
-1.48125, 0.43875, -8.82375, 199, 199, 25, 0.972376
-1.46219, 0.424667, -8.81937, 199, 199, 25, 0.972376
-1.61197, 0.444919, -8.81996, 199, 199, 25, 0.972376
-1.5808, 0.453267, -8.82003, 199, 199, 25, 0.972376
-1.54021, 0.456093, -8.82016, 199, 199, 25, 0.972376
-1.5003, 0.448397, -8.82096, 199, 199, 25, 0.972376
-1.65111, 0.194203, -8.78145, 199, 199, 25, 0.972376
-1.62109, 0.183456, -8.77984, 199, 199, 25, 0.972376
-1.57983, 0.176913, -8.78093, 199, 199, 25, 0.972376
-1.53931, 0.183327, -8.77973, 199, 199, 25, 0.972376
-1.50912, 0.194156, -8.77962, 199, 199, 25, 0.970839
-1.7505, 0.2315, -8.7845, 199, 199, 25, 0.972376
-1.69182, 0.227211, -8.78014, 199, 199, 25, 0.972376
-1.66962, 0.207833, -8.77968, 199, 199, 25, 0.972376
-1.48996, 0.204885, -8.78, 199, 199, 25, 0.970839
-1.4619, 0.223806, -8.7799, 199, 199, 25, 0.970839
-1.7255, 0.2605, -8.783, 199, 199, 25, 0.972376
-1.70867, 0.261293, -8.78026, 199, 199, 25, 0.972376
-1.441, 0.2445, -8.7675, 199, 199, 25, 0.970839
-1.43204, 0.257179, -8.781, 199, 199, 25, 0.970839
-1.7255, 0.291, -8.78225, 199, 199, 25, 0.972376
-1.71077, 0.301912, -8.78081, 199, 199, 25, 0.972376
-1.419, 0.289, -8.7795, 199, 199, 25, 0.970839
-1.70394, 0.340019, -8.78008, 199, 199, 25, 0.972376
-1.68957, 0.374307, -8.78039, 199, 199, 25, 0.972376
-1.67472, 0.392293, -8.78002, 199, 199, 25, 0.972376
-1.65678, 0.41455, -8.78027, 199, 199, 25, 0.970839
-1.63156, 0.434199, -8.78015, 199, 199, 25, 0.970839
-1.481, 0.4395, -8.7695, 199, 199, 25, 0.970839
-1.4612, 0.4237, -8.77964, 199, 199, 25, 0.970839
-1.61121, 0.445308, -8.77971, 199, 199, 25, 0.970839
-1.58021, 0.453777, -8.78054, 199, 199, 25, 0.970839
-1.54037, 0.457199, -8.77962, 199, 199, 25, 0.970839
-1.50202, 0.448425, -8.77951, 199, 199, 25, 0.970839
-1.47933, 0.4405, -8.77583, 199, 199, 25, 0.970839
-1.64966, 0.195914, -8.74205, 199, 199, 25, 0.970839
-1.62122, 0.185412, -8.74015, 199, 199, 25, 0.970839
-1.58063, 0.178679, -8.74025, 199, 199, 25, 0.970839
-1.54137, 0.184077, -8.73889, 199, 199, 25, 0.970839
-1.51164, 0.194357, -8.73939, 199, 199, 25, 0.970839
-1.728, 0.2395, -8.7545, 199, 199, 25, 0.970839
-1.69038, 0.229765, -8.74068, 199, 199, 25, 0.970839
-1.66842, 0.21025, -8.73975, 199, 199, 25, 0.970839
-1.49058, 0.206306, -8.73979, 199, 199, 25, 0.970839
-1.46298, 0.225077, -8.74056, 199, 199, 25, 0.970839
-1.723, 0.254833, -8.74183, 199, 199, 25, 0.970839
-1.70613, 0.261074, -8.73946, 199, 199, 25, 0.970839
-1.669, 0.2625, -8.7525, 199, 199, 25, 0.970839
-1.4423, 0.2436, -8.7396, 199, 199, 25, 0.970839
-1.43175, 0.26, -8.7388, 199, 199, 25, 0.970839
-1.724, 0.292, -8.7445, 199, 199, 25, 0.970839
-1.7089, 0.301845, -8.73954, 199, 199, 25, 0.970839
-1.42, 0.292136, -8.7395, 199, 199, 25, 0.970839
-1.70245, 0.341722, -8.73966, 199, 199, 25, 0.970839
-1.68913, 0.375394, -8.74058, 199, 199, 25, 0.970839
-1.67571, 0.392192, -8.74029, 199, 199, 25, 0.970839
-1.43588, 0.395625, -8.734, 199, 199, 25, 0.970839
-1.65762, 0.415098, -8.73917, 199, 199, 25, 0.970839
-1.63162, 0.434559, -8.73993, 199, 199, 25, 0.970839
-1.481, 0.4395, -8.7345, 199, 199, 25, 0.970839
-1.46008, 0.423569, -8.73907, 199, 199, 25, 0.970839
-1.4392, 0.4045, -8.7283, 199, 199, 25, 0.970839
-1.61213, 0.445628, -8.7401, 199, 199, 25, 0.970839
-1.58012, 0.454367, -8.73946, 199, 199, 25, 0.970839
-1.54025, 0.458079, -8.73949, 199, 199, 25, 0.970839
-1.50028, 0.449731, -8.74013, 199, 199, 25, 0.970839
-1.47967, 0.440833, -8.73117, 199, 199, 25, 0.970839
-1.64705, 0.1969, -8.7029, 199, 199, 25, 0.970839
-1.6199, 0.187339, -8.70021, 199, 199, 25, 0.970839
-1.58009, 0.180114, -8.69847, 199, 199, 25, 0.970839
-1.54146, 0.184768, -8.7002, 199, 199, 25, 0.970839
-1.51176, 0.195466, -8.70126, 199, 199, 25, 0.970839
-1.6873, 0.229685, -8.7005, 199, 199, 25, 0.970839
-1.66556, 0.211728, -8.69971, 199, 199, 25, 0.970839
-1.49106, 0.207194, -8.70025, 199, 199, 25, 0.970839
-1.46247, 0.226951, -8.70007, 199, 199, 25, 0.970839
-1.7215, 0.2625, -8.707, 199, 199, 25, 0.970839
-1.70333, 0.257433, -8.70074, 199, 199, 25, 0.970839
-1.4433, 0.2444, -8.7005, 199, 199, 25, 0.970839
-1.43076, 0.26358, -8.70006, 199, 199, 25, 0.970839
-1.72225, 0.2925, -8.707, 199, 199, 25, 0.970839
-1.70724, 0.300662, -8.70094, 199, 199, 25, 0.970839
-1.419, 0.2975, -8.70163, 199, 199, 25, 0.970839
-1.70188, 0.340492, -8.70088, 199, 199, 25, 0.970839
-1.68883, 0.375518, -8.70056, 199, 199, 25, 0.970839
-1.67564, 0.393521, -8.69995, 199, 199, 25, 0.970839
-1.42929, 0.389071, -8.70864, 199, 199, 25, 0.970839
-1.65786, 0.415614, -8.69989, 199, 199, 25, 0.970839
-1.63224, 0.435534, -8.70123, 199, 199, 25, 0.970839
-1.46005, 0.425786, -8.70005, 199, 199, 25, 0.970839
-1.4366, 0.40366, -8.69746, 199, 199, 25, 0.970839
-1.61396, 0.446234, -8.69915, 199, 199, 25, 0.970839
-1.58038, 0.454933, -8.70005, 199, 199, 25, 0.970839
-1.54081, 0.458593, -8.69967, 199, 199, 25, 0.970839
-1.50048, 0.450761, -8.69956, 199, 199, 25, 0.970839
-1.478, 0.441389, -8.69883, 199, 199, 25, 0.970839
-1.64471, 0.196786, -8.66493, 199, 199, 25, 0.970839
-1.62088, 0.190044, -8.66015, 199, 199, 25, 0.970839
-1.58248, 0.182, -8.65782, 199, 199, 25, 0.970839
-1.54044, 0.186762, -8.66003, 199, 199, 25, 0.970839
-1.512, 0.1965, -8.66154, 199, 199, 25, 0.970839
-1.68587, 0.232625, -8.66038, 199, 199, 25, 0.970839
-1.66249, 0.212387, -8.65977, 199, 199, 25, 0.970839
-1.4926, 0.207443, -8.6595, 199, 199, 25, 0.970839
-1.46314, 0.227455, -8.66066, 199, 199, 25, 0.970839
-1.70019, 0.257207, -8.66065, 199, 199, 25, 0.970839
-1.44391, 0.244864, -8.66005, 199, 199, 25, 0.970839
-1.43209, 0.262909, -8.66064, 199, 199, 25, 0.970839
-1.721, 0.2935, -8.6785, 199, 199, 25, 0.970839
-1.70598, 0.300681, -8.65973, 199, 199, 25, 0.970839
-1.42122, 0.292611, -8.65528, 199, 199, 25, 0.970839
-1.7009, 0.34043, -8.66149, 199, 199, 25, 0.970839
-1.68826, 0.375748, -8.65926, 199, 199, 25, 0.970839
-1.67608, 0.393167, -8.65927, 199, 199, 25, 0.970839
-1.42867, 0.398833, -8.6525, 199, 199, 25, 0.970839
-1.65902, 0.416353, -8.66084, 199, 199, 25, 0.970839
-1.63445, 0.436027, -8.65908, 199, 199, 25, 0.970839
-1.52, 0.4375, -8.6775, 199, 199, 25, 0.970839
-1.45789, 0.426727, -8.6607, 199, 199, 25, 0.970839
-1.43539, 0.40663, -8.66393, 199, 199, 25, 0.970839
-1.61502, 0.447402, -8.65892, 199, 199, 25, 0.970839
-1.58005, 0.456219, -8.66023, 199, 199, 25, 0.970839
-1.54097, 0.459153, -8.65893, 199, 199, 25, 0.970839
-1.50128, 0.452404, -8.6605, 199, 199, 25, 0.970839
-1.47721, 0.442071, -8.658, 199, 199, 25, 0.970839
-1.6438, 0.1961, -8.6219, 199, 199, 25, 0.970839
-1.61952, 0.191254, -8.62052, 199, 199, 25, 0.970839
-1.581, 0.183364, -8.61933, 199, 199, 25, 0.969269
-1.53921, 0.187613, -8.6216, 199, 199, 25, 0.969269
-1.51343, 0.197071, -8.62031, 199, 199, 25, 0.969269
-1.6842, 0.2338, -8.622, 199, 199, 25, 0.970839
-1.66175, 0.215664, -8.61997, 199, 199, 25, 0.970839
-1.639, 0.2005, -8.61917, 199, 199, 25, 0.969269
-1.4949, 0.207064, -8.62045, 199, 199, 25, 0.969269
-1.46415, 0.227519, -8.61978, 199, 199, 25, 0.969269
-1.69665, 0.259326, -8.61905, 199, 199, 25, 0.970839
-1.44456, 0.244611, -8.62183, 199, 199, 25, 0.969269
-1.43203, 0.263293, -8.61995, 199, 199, 25, 0.969269
-1.70338, 0.301654, -8.62017, 199, 199, 25, 0.970839
-1.42033, 0.291833, -8.62283, 199, 199, 25, 0.969269
-1.69869, 0.342329, -8.62009, 199, 199, 25, 0.969269
-1.41417, 0.339333, -8.61117, 199, 199, 25, 0.969269
-1.68797, 0.375481, -8.62013, 199, 199, 25, 0.969269
-1.6761, 0.392687, -8.61944, 199, 199, 25, 0.969269
-1.42264, 0.390409, -8.61305, 199, 199, 25, 0.969269
-1.65844, 0.417906, -8.61991, 199, 199, 25, 0.969269
-1.63442, 0.436197, -8.62193, 199, 199, 25, 0.969269
-1.45499, 0.428293, -8.6211, 199, 199, 25, 0.969269
-1.43585, 0.414013, -8.6203, 199, 199, 25, 0.969269
-1.61621, 0.448326, -8.61986, 199, 199, 25, 0.969269
-1.58095, 0.458013, -8.61992, 199, 199, 25, 0.969269
-1.54033, 0.459948, -8.62063, 199, 199, 25, 0.969269
-1.50004, 0.453491, -8.61941, 199, 199, 25, 0.969269
-1.47525, 0.443821, -8.61825, 199, 199, 25, 0.969269
-1.64133, 0.1975, -8.58717, 199, 199, 25, 0.969269
-1.61973, 0.193654, -8.57944, 199, 199, 25, 0.969269
-1.58044, 0.185156, -8.5795, 199, 199, 25, 0.969269
-1.54174, 0.18828, -8.5808, 199, 199, 25, 0.969269
-1.51494, 0.197375, -8.58125, 199, 199, 25, 0.969269
-1.68417, 0.236667, -8.58267, 199, 199, 25, 0.969269
-1.66016, 0.217878, -8.57953, 199, 199, 25, 0.969269
-1.63688, 0.202, -8.57863, 199, 199, 25, 0.969269
-1.49565, 0.2075, -8.57927, 199, 199, 25, 0.969269
-1.46512, 0.227304, -8.57929, 199, 199, 25, 0.969269
-1.69367, 0.260031, -8.57981, 199, 199, 25, 0.969269
-1.6784, 0.2425, -8.5791, 199, 199, 25, 0.969269
-1.445, 0.244136, -8.58114, 199, 199, 25, 0.969269
-1.43235, 0.262231, -8.58042, 199, 199, 25, 0.969269
-1.70083, 0.303447, -8.58124, 199, 199, 25, 0.969269
-1.41923, 0.296346, -8.57635, 199, 199, 25, 0.969269
-1.69699, 0.341036, -8.57923, 199, 199, 25, 0.969269
-1.413, 0.3375, -8.57993, 199, 199, 25, 0.969269
-1.68781, 0.37476, -8.57992, 199, 199, 25, 0.969269
-1.67594, 0.39202, -8.58028, 199, 199, 25, 0.969269
-1.41, 0.3605, -8.5745, 199, 199, 25, 0.969269
-1.681, 0.4005, -8.57, 199, 199, 25, 0.969269
-1.65864, 0.417984, -8.58065, 199, 199, 25, 0.969269
-1.63514, 0.43675, -8.58104, 199, 199, 25, 0.969269
-1.45433, 0.430812, -8.58152, 199, 199, 25, 0.969269
-1.43572, 0.416056, -8.58089, 199, 199, 25, 0.969269
-1.6416, 0.4405, -8.5777, 199, 199, 25, 0.969269
-1.61721, 0.449039, -8.57898, 199, 199, 25, 0.969269
-1.57967, 0.459403, -8.57993, 199, 199, 25, 0.969269
-1.53928, 0.460731, -8.57967, 199, 199, 25, 0.969269
-1.49992, 0.454231, -8.58013, 199, 199, 25, 0.969269
-1.47289, 0.444067, -8.58015, 199, 199, 25, 0.969269
-1.61724, 0.194333, -8.53968, 199, 199, 25, 0.969269
-1.58088, 0.186432, -8.54203, 199, 199, 25, 0.969269
-1.54209, 0.188798, -8.54001, 199, 199, 25, 0.969269
-1.51675, 0.197312, -8.54025, 199, 199, 25, 0.969269
-1.6815, 0.23925, -8.5405, 199, 199, 25, 0.969269
-1.65856, 0.219706, -8.54, 199, 199, 25, 0.969269
-1.63372, 0.203167, -8.53745, 199, 199, 25, 0.969269
-1.49554, 0.208146, -8.53927, 199, 199, 25, 0.969269
-1.46414, 0.22799, -8.54013, 199, 199, 25, 0.969269
-1.69238, 0.263929, -8.53974, 199, 199, 25, 0.969269
-1.6772, 0.2469, -8.5389, 199, 199, 25, 0.969269
-1.44443, 0.244143, -8.53929, 199, 199, 25, 0.969269
-1.43161, 0.262107, -8.54079, 199, 199, 25, 0.969269
-1.69847, 0.303629, -8.53971, 199, 199, 25, 0.969269
-1.41823, 0.294038, -8.53896, 199, 199, 25, 0.969269
-1.69509, 0.34015, -8.53983, 199, 199, 25, 0.969269
-1.41188, 0.337, -8.54088, 199, 199, 25, 0.969269
-1.68689, 0.374698, -8.53887, 199, 199, 25, 0.969269
-1.67598, 0.39148, -8.54021, 199, 199, 25, 0.969269
-1.41943, 0.3965, -8.52693, 199, 199, 25, 0.969269
-1.681, 0.4005, -8.532, 199, 199, 25, 0.969269
-1.65799, 0.419054, -8.54036, 199, 199, 25, 0.969269
-1.63677, 0.436615, -8.53896, 199, 199, 25, 0.969269
-1.4507, 0.430857, -8.54139, 199, 199, 25, 0.969269
-1.43132, 0.41277, -8.53847, 199, 199, 25, 0.969269
-1.64333, 0.440833, -8.54017, 199, 199, 25, 0.969269
-1.6183, 0.449991, -8.54021, 199, 199, 25, 0.969269
-1.58094, 0.461185, -8.53991, 199, 199, 25, 0.969269
-1.53954, 0.461653, -8.53883, 199, 199, 25, 0.969269
-1.49973, 0.454833, -8.54112, 199, 199, 25, 0.969269
-1.47137, 0.444404, -8.53821, 199, 199, 25, 0.969269
-1.61288, 0.19485, -8.50095, 199, 199, 25, 0.969269
-1.57983, 0.187879, -8.50176, 199, 199, 25, 0.969269
-1.54067, 0.190079, -8.49911, 199, 199, 25, 0.969269
-1.51625, 0.197917, -8.50242, 199, 199, 25, 0.969269
-1.65731, 0.222274, -8.49995, 199, 199, 25, 0.969269
-1.6328, 0.20434, -8.49898, 199, 199, 25, 0.969269
-1.49552, 0.208, -8.50022, 199, 199, 25, 0.969269
-1.46339, 0.227559, -8.49883, 199, 199, 25, 0.969269
-1.68973, 0.263924, -8.49941, 199, 199, 25, 0.969269
-1.67584, 0.2475, -8.49966, 199, 199, 25, 0.969269
-1.44336, 0.243864, -8.49895, 199, 199, 25, 0.969269
-1.43077, 0.261033, -8.49987, 199, 199, 25, 0.969269
-1.69495, 0.303155, -8.49916, 199, 199, 25, 0.969269
-1.41638, 0.2935, -8.49925, 199, 199, 25, 0.969269
-1.69293, 0.341787, -8.49963, 199, 199, 25, 0.969269
-1.40929, 0.335357, -8.49507, 199, 199, 25, 0.969269
-1.68632, 0.3738, -8.501, 199, 199, 25, 0.969269
-1.67553, 0.390645, -8.49869, 199, 199, 25, 0.969269
-1.4124, 0.3783, -8.5063, 199, 199, 25, 0.969269
-1.681, 0.4015, -8.5045, 199, 199, 25, 0.969269
-1.65794, 0.418519, -8.5, 199, 199, 25, 0.969269
-1.63683, 0.436917, -8.49921, 199, 199, 25, 0.969269
-1.44971, 0.433296, -8.50123, 199, 199, 25, 0.969269
-1.43088, 0.41766, -8.49892, 199, 199, 25, 0.969269
-1.64333, 0.441167, -8.49972, 199, 199, 25, 0.969269
-1.61741, 0.45161, -8.50011, 199, 199, 25, 0.969269
-1.58072, 0.46257, -8.50115, 199, 199, 25, 0.969269
-1.53992, 0.462624, -8.49885, 199, 199, 25, 0.969269
-1.50079, 0.456178, -8.4996, 199, 199, 25, 0.969269
-1.46895, 0.4459, -8.49947, 199, 199, 25, 0.969269
-1.61072, 0.195639, -8.46072, 199, 199, 25, 0.967815
-1.57879, 0.188052, -8.45993, 199, 199, 25, 0.967815
-1.54025, 0.189893, -8.46063, 199, 199, 25, 0.967815
-1.51407, 0.1983, -8.4595, 199, 199, 25, 0.967815
-1.65549, 0.22367, -8.45999, 199, 199, 25, 0.967815
-1.63083, 0.205471, -8.45921, 199, 199, 25, 0.967815
-1.49437, 0.207663, -8.45952, 199, 199, 25, 0.967815
-1.46254, 0.226759, -8.4592, 199, 199, 25, 0.967815
-1.68745, 0.265741, -8.45978, 199, 199, 25, 0.967815
-1.67464, 0.24994, -8.45754, 199, 199, 25, 0.967815
-1.443, 0.242786, -8.46422, 199, 199, 25, 0.967815
-1.42955, 0.260348, -8.45944, 199, 199, 25, 0.967815
-1.69231, 0.301456, -8.45977, 199, 199, 25, 0.967815
-1.41453, 0.2937, -8.46224, 199, 199, 25, 0.967815
-1.69124, 0.339054, -8.45884, 199, 199, 25, 0.967815
-1.40663, 0.337625, -8.44925, 199, 199, 25, 0.967815
-1.68497, 0.372963, -8.46111, 199, 199, 25, 0.967815
-1.67526, 0.388386, -8.45929, 199, 199, 25, 0.967815
-1.40367, 0.365833, -8.44717, 199, 199, 25, 0.967815
-1.65782, 0.418227, -8.45967, 199, 199, 25, 0.967815
-1.63647, 0.436833, -8.45897, 199, 199, 25, 0.967815
-1.44792, 0.436338, -8.46015, 199, 199, 25, 0.967815
-1.42913, 0.420452, -8.46023, 199, 199, 25, 0.967815
-1.64256, 0.4415, -8.45961, 199, 199, 25, 0.967815
-1.61801, 0.452106, -8.46038, 199, 199, 25, 0.967815
-1.57907, 0.464747, -8.46007, 199, 199, 25, 0.967815
-1.53992, 0.464045, -8.46026, 199, 199, 25, 0.967815
-1.50031, 0.45749, -8.4596, 199, 199, 25, 0.967815
-1.46803, 0.446688, -8.45891, 199, 199, 25, 0.967815
-1.60955, 0.195855, -8.42208, 199, 199, 25, 0.967815
-1.57952, 0.188177, -8.41928, 199, 199, 25, 0.967815
-1.53876, 0.18932, -8.42092, 199, 199, 25, 0.967815
-1.51395, 0.1975, -8.4202, 199, 199, 25, 0.967815
-1.65447, 0.225028, -8.42065, 199, 199, 25, 0.967815
-1.62897, 0.206447, -8.41945, 199, 199, 25, 0.967815
-1.49432, 0.206794, -8.42103, 199, 199, 25, 0.967815
-1.4616, 0.22605, -8.41953, 199, 199, 25, 0.967815
-1.68782, 0.268382, -8.42391, 199, 199, 25, 0.967815
-1.67269, 0.252781, -8.41897, 199, 199, 25, 0.967815
-1.443, 0.2415, -8.4325, 199, 199, 25, 0.967815
-1.42921, 0.257628, -8.41971, 199, 199, 25, 0.967815
-1.69089, 0.301227, -8.41957, 199, 199, 25, 0.967815
-1.41135, 0.29625, -8.42215, 199, 199, 25, 0.967815
-1.68828, 0.339915, -8.42006, 199, 199, 25, 0.967815
-1.4033, 0.3393, -8.4172, 199, 199, 25, 0.967815
-1.68453, 0.371767, -8.4209, 199, 199, 25, 0.967815
-1.6743, 0.384872, -8.41915, 199, 199, 25, 0.967815
-1.4015, 0.365, -8.4305, 199, 199, 25, 0.967815
-1.65694, 0.417973, -8.41975, 199, 199, 25, 0.967815
-1.63632, 0.436682, -8.42277, 199, 199, 25, 0.967815
-1.44413, 0.4385, -8.433, 199, 199, 25, 0.967815
-1.42825, 0.425643, -8.42185, 199, 199, 25, 0.967815
-1.64175, 0.44325, -8.421, 199, 199, 25, 0.967815
-1.6187, 0.451955, -8.41982, 199, 199, 25, 0.967815
-1.5796, 0.467008, -8.41886, 199, 199, 25, 0.967815
-1.54083, 0.467535, -8.41869, 199, 199, 25, 0.967815
-1.50015, 0.461027, -8.41967, 199, 199, 25, 0.967815
-1.46199, 0.448243, -8.41745, 199, 199, 25, 0.967815
-1.43875, 0.442, -8.4115, 199, 199, 25, 0.967815
-1.548, 0.4825, -8.4015, 199, 199, 25, 0.967815
-1.60954, 0.196583, -8.38142, 199, 199, 25, 0.967815
-1.58097, 0.189309, -8.38107, 199, 199, 25, 0.967815
-1.54046, 0.1885, -8.38152, 199, 199, 25, 0.967815
-1.51208, 0.196269, -8.38012, 199, 199, 25, 0.967815
-1.65138, 0.224594, -8.38116, 199, 199, 25, 0.967815
-1.62732, 0.207689, -8.37939, 199, 199, 25, 0.967815
-1.49271, 0.206177, -8.37953, 199, 199, 25, 0.967815
-1.46123, 0.224254, -8.38018, 199, 199, 25, 0.967815
-1.68636, 0.269571, -8.38229, 199, 199, 25, 0.967815
-1.67107, 0.255432, -8.37893, 199, 199, 25, 0.967815
-1.42733, 0.256214, -8.38057, 199, 199, 25, 0.967815
-1.68837, 0.302385, -8.38231, 199, 199, 25, 0.967815
-1.679, 0.285833, -8.3825, 199, 199, 25, 0.967815
-1.40857, 0.29569, -8.37941, 199, 199, 25, 0.967815
-1.68661, 0.339273, -8.38096, 199, 199, 25, 0.967815
-1.67971, 0.356929, -8.36907, 199, 199, 25, 0.967815
-1.4015, 0.335, -8.37175, 199, 199, 25, 0.967815
-1.68488, 0.370833, -8.38146, 199, 199, 25, 0.967815
-1.6737, 0.38209, -8.37895, 199, 199, 25, 0.967815
-1.65609, 0.417816, -8.37993, 199, 199, 25, 0.967815
-1.63637, 0.436553, -8.37971, 199, 199, 25, 0.967815
-1.441, 0.4395, -8.3975, 199, 199, 25, 0.967815
-1.42273, 0.425722, -8.37923, 199, 199, 25, 0.967815
-1.61887, 0.452315, -8.3801, 199, 199, 25, 0.967815
-1.58077, 0.470061, -8.38011, 199, 199, 25, 0.967815
-1.54071, 0.474118, -8.38062, 199, 199, 25, 0.967815
-1.50031, 0.470074, -8.38157, 199, 199, 25, 0.967815
-1.46101, 0.454267, -8.37955, 199, 199, 25, 0.967815
-1.43662, 0.441808, -8.37481, 199, 199, 25, 0.967815
-1.52676, 0.483324, -8.36609, 199, 199, 25, 0.967815
-1.50693, 0.492733, -8.36557, 199, 199, 25, 0.967815
